Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Major Private Banks Sub Total,5919980.0,3815174.0,9735154.0,201051.66,9056189.0,(C) Major Private Banks,2017-09-20
Public Sector Banks,133708572.0,111089078.0,244797650.0,5292851.63,183658288.0,Summary,2017-09-27
Regional Rural Banks,41147981.0,7397298.0,48545279.0,1181488.28,36066130.0,Summary,2017-09-27
Private Sector Banks,5948145.0,3822890.0,9771035.0,199907.77,9090599.0,Summary,2017-09-27
Grand Total,180804698.0,122309266.0,303113964.0,6674247.68,228815017.0,Summary,2017-09-27
Allahabad Bank,5541523.0,1300896.0,6842419.0,152903.91,5216910.0,(A) Public Sector Banks,2017-09-27
Andhra Bank,1507108.0,886516.0,2393624.0,29367.94,1933899.0,(A) Public Sector Banks,2017-09-27
Bank of Baroda,8338428.0,13318602.0,21657030.0,519879.29,20042942.0,(A) Public Sector Banks,2017-09-27
Bank of India,8708878.0,9640486.0,18349364.0,368545.27,17212785.0,(A) Public Sector Banks,2017-09-27
Bank of Maharashtra,3784496.0,1143271.0,4927767.0,93480.45,972924.0,(A) Public Sector Banks,2017-09-27
Canara Bank,4573773.0,2111573.0,6685346.0,183025.72,4298621.0,(A) Public Sector Banks,2017-09-27
Central Bank of India,8234579.0,2076195.0,10310774.0,175799.67,7705304.0,(A) Public Sector Banks,2017-09-27
Corporation Bank,1365740.0,1343984.0,2709724.0,101635.98,2567035.0,(A) Public Sector Banks,2017-09-27
Dena Bank,3351093.0,919932.0,4271025.0,80977.28,2563990.0,(A) Public Sector Banks,2017-09-27
IDBI Bank Ltd.,462250.0,361872.0,824122.0,18836.14,667581.0,(A) Public Sector Banks,2017-09-27
Indian Bank,2188428.0,1088885.0,3277313.0,44462.94,3250470.0,(A) Public Sector Banks,2017-09-27
Indian Overseas Bank,975923.0,3396911.0,4372834.0,72042.56,4124264.0,(A) Public Sector Banks,2017-09-27
Oriental Bank of Commerce,2340690.0,1790939.0,4131629.0,406095.81,3745384.0,(A) Public Sector Banks,2017-09-27
Punjab & Sind Bank,488042.0,259800.0,747842.0,53876.64,714823.0,(A) Public Sector Banks,2017-09-27
Punjab National Bank,14770221.0,2722493.0,17492714.0,314117.28,14049307.0,(A) Public Sector Banks,2017-09-27
State Bank of India,47214468.0,57830914.0,105045382.0,1390656.81,70314976.0,(A) Public Sector Banks,2017-09-27
Syndicate Bank,3022994.0,1379618.0,4402612.0,114630.44,3809949.0,(A) Public Sector Banks,2017-09-27
UCO Bank,3195953.0,2699264.0,5895217.0,137940.55,3973381.0,(A) Public Sector Banks,2017-09-27
Union Bank of India,5770495.0,1571927.0,7342422.0,129113.58,4856395.0,(A) Public Sector Banks,2017-09-27
United Bank of India,7043065.0,4604861.0,11647926.0,886764.39,10168679.0,(A) Public Sector Banks,2017-09-27
Vijaya Bank,830425.0,640139.0,1470564.0,18698.95,1468669.0,(A) Public Sector Banks,2017-09-27
Public Sector Banks Sub Total,133708572.0,111089078.0,244797650.0,5292851.63,183658288.0,(A) Public Sector Banks,2017-09-27
Allahabad Bank,919661.0,169110.0,1088771.0,25373.37,768124.0,(B) Regional Rural Bank,2017-09-27
Andhra Bank,165408.0,17116.0,182524.0,2403.91,100664.0,(B) Regional Rural Bank,2017-09-27
Bank of Baroda,4479335.0,1247990.0,5727325.0,137480.93,4792417.0,(B) Regional Rural Bank,2017-09-27
Bank of India,2958876.0,967184.0,3926060.0,74354.88,3690229.0,(B) Regional Rural Bank,2017-09-27
Bank of Maharashtra,731947.0,123715.0,855662.0,20679.52,798373.0,(B) Regional Rural Bank,2017-09-27
Canara Bank,642487.0,439418.0,1081905.0,53100.33,1053971.0,(B) Regional Rural Bank,2017-09-27
Central Bank of India,3430660.0,765114.0,4195774.0,117260.64,3801929.0,(B) Regional Rural Bank,2017-09-27
Dena Bank,284386.0,10363.0,294749.0,11994.26,289136.0,(B) Regional Rural Bank,2017-09-27
Indian Bank,412423.0,121505.0,533928.0,6335.31,461342.0,(B) Regional Rural Bank,2017-09-27
Indian Overseas Bank,1002742.0,9719.0,1012461.0,26447.92,616138.0,(B) Regional Rural Bank,2017-09-27
Jammu & Kashmir Bank Ltd,88339.0,15786.0,104125.0,4870.09,20240.0,(B) Regional Rural Bank,2017-09-27
Punjab & Sind Bank,19060.0,691.0,19751.0,256.02,17418.0,(B) Regional Rural Bank,2017-09-27
Punjab National Bank,3118193.0,431937.0,3550130.0,108701.09,3034867.0,(B) Regional Rural Bank,2017-09-27
State Bank of India,10514911.0,2043264.0,12558175.0,261001.43,6226922.0,(B) Regional Rural Bank,2017-09-27
Syndicate Bank,2039022.0,549057.0,2588079.0,86561.99,2469730.0,(B) Regional Rural Bank,2017-09-27
UCO Bank,1346196.0,48941.0,1395137.0,25731.79,559346.0,(B) Regional Rural Bank,2017-09-27
Union Bank of India,986598.0,330287.0,1316885.0,29471.15,753396.0,(B) Regional Rural Bank,2017-09-27
United Bank of India,8007737.0,106101.0,8113838.0,189463.64,6611888.0,(B) Regional Rural Bank,2017-09-27
Regional Rural Banks Sub Total,41147981.0,7397298.0,48545279.0,1181488.28,36066130.0,(B) Regional Rural Bank,2017-09-27
Axis Bank Ltd,129860.0,621204.0,751064.0,19260.1,667015.0,(C) Major Private Banks,2017-09-27
City Union Bank Ltd,15857.0,68212.0,84069.0,1525.13,79235.0,(C) Major Private Banks,2017-09-27
Federal Bank Ltd,394606.0,81106.0,475712.0,18561.88,418419.0,(C) Major Private Banks,2017-09-27
HDFC Bank Ltd,331392.0,1439170.0,1770562.0,76498.36,1769884.0,(C) Major Private Banks,2017-09-27
ICICI Bank Ltd,3402373.0,494614.0,3896987.0,18985.01,3896987.0,(C) Major Private Banks,2017-09-27
IndusInd Bank Ltd,42059.0,402337.0,444396.0,2746.28,419750.0,(C) Major Private Banks,2017-09-27
Jammu & Kashmir Bank Ltd,1351718.0,136069.0,1487787.0,52700.1,1166844.0,(C) Major Private Banks,2017-09-27
Karur Vysya Bank,24805.0,158951.0,183756.0,1533.29,181492.0,(C) Major Private Banks,2017-09-27
Kotak Mahindra Bank Ltd,108001.0,72173.0,180174.0,1756.19,132717.0,(C) Major Private Banks,2017-09-27
Lakshmi Vilas Bank Ltd,49694.0,129778.0,179472.0,1557.15,178239.0,(C) Major Private Banks,2017-09-27
RBL Bank Ltd,59787.0,35520.0,95307.0,247.34,95307.0,(C) Major Private Banks,2017-09-27
South Indian Bank Ltd,30479.0,176701.0,207180.0,4324.78,71766.0,(C) Major Private Banks,2017-09-27
Yes Bank Ltd,7514.0,7055.0,14569.0,212.16,12944.0,(C) Major Private Banks,2017-09-27
Major Private Banks Sub Total,5948145.0,3822890.0,9771035.0,199907.77,9090599.0,(C) Major Private Banks,2017-09-27
Public Sector Banks,134105242.0,111400297.0,245505539.0,5313106.31,184112294.0,Summary,2017-10-04
Regional Rural Banks,41231175.0,7408467.0,48639642.0,1186377.51,36026739.0,Summary,2017-10-04
Private Sector Banks,5911711.0,3772187.0,9683898.0,202119.82,8999849.0,Summary,2017-10-04
Grand Total,181248128.0,122580951.0,303829079.0,6701603.64,229138882.0,Summary,2017-10-04
Allahabad Bank,5572543.0,1330027.0,6902570.0,155112.06,5218934.0,(A) Public Sector Banks,2017-10-04
Andhra Bank,1506806.0,886349.0,2393155.0,29012.6,1933899.0,(A) Public Sector Banks,2017-10-04
Bank of Baroda,8370329.0,13367500.0,21737829.0,527010.25,20042128.0,(A) Public Sector Banks,2017-10-04
Bank of India,8718739.0,9651231.0,18369970.0,370035.18,17313449.0,(A) Public Sector Banks,2017-10-04
Bank of Maharashtra,3794336.0,1145847.0,4940183.0,94240.96,974796.0,(A) Public Sector Banks,2017-10-04
Canara Bank,4579123.0,2110107.0,6689230.0,182994.34,4264121.0,(A) Public Sector Banks,2017-10-04
Central Bank of India,8252472.0,2079223.0,10331695.0,176811.59,7735468.0,(A) Public Sector Banks,2017-10-04
Corporation Bank,1365740.0,1343984.0,2709724.0,101655.94,2568342.0,(A) Public Sector Banks,2017-10-04
Dena Bank,3365529.0,920571.0,4286100.0,81354.56,2563817.0,(A) Public Sector Banks,2017-10-04
IDBI Bank Ltd.,462240.0,361884.0,824124.0,18730.41,667622.0,(A) Public Sector Banks,2017-10-04
Indian Bank,2188755.0,1089112.0,3277867.0,44720.33,3251136.0,(A) Public Sector Banks,2017-10-04
Indian Overseas Bank,976213.0,3397417.0,4373630.0,71908.41,4127092.0,(A) Public Sector Banks,2017-10-04
Oriental Bank of Commerce,2344228.0,1794081.0,4138309.0,407595.21,3749712.0,(A) Public Sector Banks,2017-10-04
Punjab & Sind Bank,697407.0,446599.0,1144006.0,55892.15,1052178.0,(A) Public Sector Banks,2017-10-04
Punjab National Bank,14786001.0,2724813.0,17510814.0,315545.98,14053400.0,(A) Public Sector Banks,2017-10-04
State Bank of India,47214468.0,57830914.0,105045382.0,1390656.81,70314976.0,(A) Public Sector Banks,2017-10-04
Syndicate Bank,3022994.0,1379618.0,4402612.0,114630.44,3809949.0,(A) Public Sector Banks,2017-10-04
UCO Bank,3196425.0,2699440.0,5895865.0,138855.39,3974625.0,(A) Public Sector Banks,2017-10-04
Union Bank of India,5782285.0,1573618.0,7355903.0,130709.73,4854545.0,(A) Public Sector Banks,2017-10-04
United Bank of India,7078434.0,4627823.0,11706257.0,886688.03,10173436.0,(A) Public Sector Banks,2017-10-04
Vijaya Bank,830175.0,640139.0,1470314.0,18945.95,1468669.0,(A) Public Sector Banks,2017-10-04
Public Sector Banks Sub Total,134105242.0,111400297.0,245505539.0,5313106.31,184112294.0,(A) Public Sector Banks,2017-10-04
Allahabad Bank,919679.0,169110.0,1088789.0,25232.47,768124.0,(B) Regional Rural Bank,2017-10-04
Andhra Bank,165426.0,17124.0,182550.0,2381.32,100670.0,(B) Regional Rural Bank,2017-10-04
Bank of Baroda,4492954.0,1251642.0,5744596.0,139964.47,4800815.0,(B) Regional Rural Bank,2017-10-04
Bank of India,2962110.0,968494.0,3930604.0,74879.89,3690229.0,(B) Regional Rural Bank,2017-10-04
Bank of Maharashtra,731947.0,123669.0,855616.0,20769.9,798373.0,(B) Regional Rural Bank,2017-10-04
Canara Bank,642523.0,439442.0,1081965.0,53100.39,1054027.0,(B) Regional Rural Bank,2017-10-04
Central Bank of India,3430918.0,765133.0,4196051.0,117601.25,3801633.0,(B) Regional Rural Bank,2017-10-04
Dena Bank,277255.0,10294.0,287549.0,11991.28,289136.0,(B) Regional Rural Bank,2017-10-04
Indian Bank,412609.0,121511.0,534120.0,6447.81,461802.0,(B) Regional Rural Bank,2017-10-04
Indian Overseas Bank,1003165.0,9721.0,1012886.0,26428.72,616138.0,(B) Regional Rural Bank,2017-10-04
Jammu & Kashmir Bank Ltd,88378.0,15789.0,104167.0,4868.47,20250.0,(B) Regional Rural Bank,2017-10-04
Punjab & Sind Bank,19345.0,689.0,20034.0,268.02,17432.0,(B) Regional Rural Bank,2017-10-04
Punjab National Bank,3118976.0,434607.0,3553583.0,109703.26,3036188.0,(B) Regional Rural Bank,2017-10-04
State Bank of India,10529899.0,2045423.0,12575322.0,260770.68,6173245.0,(B) Regional Rural Bank,2017-10-04
Syndicate Bank,2039025.0,549057.0,2588082.0,86561.99,2469730.0,(B) Regional Rural Bank,2017-10-04
UCO Bank,1363289.0,48995.0,1412284.0,25756.35,559346.0,(B) Regional Rural Bank,2017-10-04
Union Bank of India,989609.0,331579.0,1321188.0,30156.88,753446.0,(B) Regional Rural Bank,2017-10-04
United Bank of India,8044068.0,106188.0,8150256.0,189494.36,6616155.0,(B) Regional Rural Bank,2017-10-04
Regional Rural Banks Sub Total,41231175.0,7408467.0,48639642.0,1186377.51,36026739.0,(B) Regional Rural Bank,2017-10-04
Axis Bank Ltd,130078.0,622473.0,752551.0,19763.16,668249.0,(C) Major Private Banks,2017-10-04
City Union Bank Ltd,3014.0,19787.0,22801.0,361.86,18649.0,(C) Major Private Banks,2017-10-04
Federal Bank Ltd,395031.0,81125.0,476156.0,18558.07,418732.0,(C) Major Private Banks,2017-10-04
HDFC Bank Ltd,331401.0,1439205.0,1770606.0,78475.96,1769928.0,(C) Major Private Banks,2017-10-04
ICICI Bank Ltd,3378216.0,490768.0,3868984.0,19625.94,3868984.0,(C) Major Private Banks,2017-10-04
IndusInd Bank Ltd,42069.0,402343.0,444412.0,2960.02,419814.0,(C) Major Private Banks,2017-10-04
Jammu & Kashmir Bank Ltd,1351718.0,136069.0,1487787.0,52700.1,1168586.0,(C) Major Private Banks,2017-10-04
Karur Vysya Bank,24830.0,159034.0,183864.0,1528.56,181578.0,(C) Major Private Banks,2017-10-04
Kotak Mahindra Bank Ltd,107855.0,72138.0,179993.0,1791.52,132629.0,(C) Major Private Banks,2017-10-04
Lakshmi Vilas Bank Ltd,49705.0,129878.0,179583.0,1568.02,178315.0,(C) Major Private Banks,2017-10-04
RBL Bank Ltd,59787.0,35520.0,95307.0,250.3,95307.0,(C) Major Private Banks,2017-10-04
South Indian Bank Ltd,30491.0,176793.0,207284.0,4325.55,66135.0,(C) Major Private Banks,2017-10-04
Yes Bank Ltd,7516.0,7054.0,14570.0,210.76,12943.0,(C) Major Private Banks,2017-10-04
Major Private Banks Sub Total,5911711.0,3772187.0,9683898.0,202119.82,8999849.0,(C) Major Private Banks,2017-10-04
Public Sector Banks,134300076.0,111538397.0,245838473.0,5334090.9,184222770.0,Summary,2017-10-11
Regional Rural Banks,41456752.0,7461286.0,48918038.0,1193309.05,36048541.0,Summary,2017-10-11
Private Sector Banks,5904168.0,3847903.0,9752071.0,205670.04,9070736.0,Summary,2017-10-11
Grand Total,181660996.0,122847586.0,304508582.0,6733069.99,229342047.0,Summary,2017-10-11
Allahabad Bank,5601890.0,1356365.0,6958255.0,156209.52,5221153.0,(A) Public Sector Banks,2017-10-11
Andhra Bank,1506208.0,886030.0,2392238.0,28881.53,1933899.0,(A) Public Sector Banks,2017-10-11
Bank of Baroda,8395982.0,13415006.0,21810988.0,533499.06,20041612.0,(A) Public Sector Banks,2017-10-11
Bank of India,8743281.0,9674006.0,18417287.0,373461.69,17310141.0,(A) Public Sector Banks,2017-10-11
Bank of Maharashtra,3808032.0,1145654.0,4953686.0,96345.65,978159.0,(A) Public Sector Banks,2017-10-11
Canara Bank,4578125.0,2121746.0,6699871.0,182384.61,4266359.0,(A) Public Sector Banks,2017-10-11
Central Bank of India,8284346.0,2083902.0,10368248.0,178228.54,7831487.0,(A) Public Sector Banks,2017-10-11
Corporation Bank,1366507.0,1343984.0,2710491.0,101663.89,2568879.0,(A) Public Sector Banks,2017-10-11
Dena Bank,3367942.0,920736.0,4288678.0,81930.53,2563734.0,(A) Public Sector Banks,2017-10-11
IDBI Bank Ltd.,462195.0,361891.0,824086.0,18981.96,667573.0,(A) Public Sector Banks,2017-10-11
Indian Bank,2189034.0,1089324.0,3278358.0,45655.07,3251561.0,(A) Public Sector Banks,2017-10-11
Indian Overseas Bank,976496.0,3398653.0,4375149.0,73148.26,4130257.0,(A) Public Sector Banks,2017-10-11
Oriental Bank of Commerce,2347226.0,1796331.0,4143557.0,411512.53,3751385.0,(A) Public Sector Banks,2017-10-11
Punjab & Sind Bank,697957.0,446578.0,1144535.0,55905.22,1052296.0,(A) Public Sector Banks,2017-10-11
Punjab National Bank,14819701.0,2728827.0,17548528.0,317823.69,14053538.0,(A) Public Sector Banks,2017-10-11
State Bank of India,47214468.0,57830914.0,105045382.0,1390656.81,70314976.0,(A) Public Sector Banks,2017-10-11
Syndicate Bank,3022994.0,1379618.0,4402612.0,114630.44,3809949.0,(A) Public Sector Banks,2017-10-11
UCO Bank,3196703.0,2699778.0,5896481.0,140296.93,3977920.0,(A) Public Sector Banks,2017-10-11
Union Bank of India,5794538.0,1576870.0,7371408.0,131270.89,4852244.0,(A) Public Sector Banks,2017-10-11
United Bank of India,7096276.0,4642025.0,11738301.0,882578.12,10176952.0,(A) Public Sector Banks,2017-10-11
Vijaya Bank,830175.0,640159.0,1470334.0,19025.95,1468696.0,(A) Public Sector Banks,2017-10-11
Public Sector Banks Sub Total,134300076.0,111538397.0,245838473.0,5334090.9,184222770.0,(A) Public Sector Banks,2017-10-11
Allahabad Bank,919765.0,169110.0,1088875.0,26440.03,768124.0,(B) Regional Rural Bank,2017-10-11
Andhra Bank,165525.0,17131.0,182656.0,2407.31,100683.0,(B) Regional Rural Bank,2017-10-11
Bank of Baroda,4507741.0,1255889.0,5763630.0,141857.89,4810760.0,(B) Regional Rural Bank,2017-10-11
Bank of India,2965929.0,970234.0,3936163.0,74946.76,3690229.0,(B) Regional Rural Bank,2017-10-11
Bank of Maharashtra,731962.0,123669.0,855631.0,20814.99,798373.0,(B) Regional Rural Bank,2017-10-11
Canara Bank,642574.0,439466.0,1082040.0,52805.84,1054084.0,(B) Regional Rural Bank,2017-10-11
Central Bank of India,3430918.0,765133.0,4196051.0,117601.25,3801633.0,(B) Regional Rural Bank,2017-10-11
Dena Bank,277255.0,10294.0,287549.0,11991.28,289136.0,(B) Regional Rural Bank,2017-10-11
Indian Bank,414931.0,122103.0,537034.0,6463.07,465886.0,(B) Regional Rural Bank,2017-10-11
Indian Overseas Bank,1004116.0,47385.0,1051501.0,26848.43,616138.0,(B) Regional Rural Bank,2017-10-11
Jammu & Kashmir Bank Ltd,88410.0,15816.0,104226.0,4853.84,20250.0,(B) Regional Rural Bank,2017-10-11
Punjab & Sind Bank,19396.0,652.0,20048.0,267.99,17442.0,(B) Regional Rural Bank,2017-10-11
Punjab National Bank,3120092.0,437238.0,3557330.0,109604.68,3040004.0,(B) Regional Rural Bank,2017-10-11
State Bank of India,10588130.0,2050669.0,12638799.0,263104.96,6174061.0,(B) Regional Rural Bank,2017-10-11
Syndicate Bank,2039563.0,547875.0,2587438.0,86330.01,2469730.0,(B) Regional Rural Bank,2017-10-11
UCO Bank,1367636.0,49022.0,1416658.0,25679.32,559346.0,(B) Regional Rural Bank,2017-10-11
Union Bank of India,993912.0,333423.0,1327335.0,30247.52,753587.0,(B) Regional Rural Bank,2017-10-11
United Bank of India,8178897.0,106177.0,8285074.0,191043.87,6619075.0,(B) Regional Rural Bank,2017-10-11
Regional Rural Banks Sub Total,41456752.0,7461286.0,48918038.0,1193309.05,36048541.0,(B) Regional Rural Bank,2017-10-11
Axis Bank Ltd,112895.0,642248.0,755143.0,20975.05,670496.0,(C) Major Private Banks,2017-10-11
City Union Bank Ltd,15842.0,68194.0,84036.0,1428.68,78921.0,(C) Major Private Banks,2017-10-11
Federal Bank Ltd,395350.0,81110.0,476460.0,18628.93,418998.0,(C) Major Private Banks,2017-10-11
HDFC Bank Ltd,331411.0,1439222.0,1770633.0,79154.18,1769955.0,(C) Major Private Banks,2017-10-11
ICICI Bank Ltd,3373579.0,497579.0,3871158.0,19345.24,3871158.0,(C) Major Private Banks,2017-10-11
IndusInd Bank Ltd,42072.0,402395.0,444467.0,2992.37,419884.0,(C) Major Private Banks,2017-10-11
Jammu & Kashmir Bank Ltd,1352778.0,136295.0,1489073.0,53208.34,1169427.0,(C) Major Private Banks,2017-10-11
Karur Vysya Bank,24867.0,159218.0,184085.0,1624.17,181658.0,(C) Major Private Banks,2017-10-11
Kotak Mahindra Bank Ltd,107850.0,72124.0,179974.0,1794.81,132616.0,(C) Major Private Banks,2017-10-11
Lakshmi Vilas Bank Ltd,49727.0,130129.0,179856.0,1722.12,178479.0,(C) Major Private Banks,2017-10-11
RBL Bank Ltd,59787.0,35520.0,95307.0,246.71,94559.0,(C) Major Private Banks,2017-10-11
South Indian Bank Ltd,30491.0,176793.0,207284.0,4325.55,71832.0,(C) Major Private Banks,2017-10-11
Yes Bank Ltd,7519.0,7076.0,14595.0,223.9,12753.0,(C) Major Private Banks,2017-10-11
Major Private Banks Sub Total,5904168.0,3847903.0,9752071.0,205670.04,9070736.0,(C) Major Private Banks,2017-10-11
Public Sector Banks,134498434.0,111650285.0,246148719.0,5336238.18,184252786.0,Summary,2017-10-18
Regional Rural Banks,41482318.0,7477770.0,48960088.0,1189278.6,36062410.0,Summary,2017-10-18
Private Sector Banks,5909549.0,3846598.0,9756147.0,206111.25,9073926.0,Summary,2017-10-18
Grand Total,181890301.0,122974653.0,304864954.0,6731628.03,229389122.0,Summary,2017-10-18
Allahabad Bank,5623116.0,1380029.0,7003145.0,156675.78,5223793.0,(A) Public Sector Banks,2017-10-18
Andhra Bank,1505038.0,885721.0,2390759.0,28689.28,1933899.0,(A) Public Sector Banks,2017-10-18
Bank of Baroda,8419303.0,13460013.0,21879316.0,538375.64,20041335.0,(A) Public Sector Banks,2017-10-18
Bank of India,8762005.0,9689106.0,18451111.0,373188.32,17314298.0,(A) Public Sector Banks,2017-10-18
Bank of Maharashtra,3818934.0,1147856.0,4966790.0,96619.95,980701.0,(A) Public Sector Banks,2017-10-18
Canara Bank,4587784.0,2119238.0,6707022.0,180738.67,4268330.0,(A) Public Sector Banks,2017-10-18
Central Bank of India,8318648.0,2088292.0,10406940.0,178476.56,7848282.0,(A) Public Sector Banks,2017-10-18
Corporation Bank,1366507.0,1343984.0,2710491.0,101663.89,2568879.0,(A) Public Sector Banks,2017-10-18
Dena Bank,3382429.0,922070.0,4304499.0,82060.17,2563364.0,(A) Public Sector Banks,2017-10-18
IDBI Bank Ltd.,462144.0,361970.0,824114.0,18917.77,667481.0,(A) Public Sector Banks,2017-10-18
Indian Bank,2189403.0,1089521.0,3278924.0,44929.99,3252127.0,(A) Public Sector Banks,2017-10-18
Indian Overseas Bank,976537.0,3399246.0,4375783.0,72432.24,4130200.0,(A) Public Sector Banks,2017-10-18
Oriental Bank of Commerce,2349530.0,1798122.0,4147652.0,410885.76,3754031.0,(A) Public Sector Banks,2017-10-18
Punjab & Sind Bank,696776.0,446437.0,1143213.0,55081.49,1049740.0,(A) Public Sector Banks,2017-10-18
Punjab National Bank,14860105.0,2733370.0,17593475.0,318791.81,14053424.0,(A) Public Sector Banks,2017-10-18
State Bank of India,47214468.0,57830914.0,105045382.0,1390656.81,70314976.0,(A) Public Sector Banks,2017-10-18
Syndicate Bank,3022994.0,1379618.0,4402612.0,114630.44,3809949.0,(A) Public Sector Banks,2017-10-18
UCO Bank,3196703.0,2699778.0,5896481.0,140296.93,3977920.0,(A) Public Sector Banks,2017-10-18
Union Bank of India,5799845.0,1578840.0,7378685.0,131783.62,4849628.0,(A) Public Sector Banks,2017-10-18
United Bank of India,7115990.0,4655911.0,11771901.0,882322.62,10181639.0,(A) Public Sector Banks,2017-10-18
Vijaya Bank,830175.0,640249.0,1470424.0,19020.45,1468790.0,(A) Public Sector Banks,2017-10-18
Public Sector Banks Sub Total,134498434.0,111650285.0,246148719.0,5336238.18,184252786.0,(A) Public Sector Banks,2017-10-18
Allahabad Bank,919821.0,169110.0,1088931.0,26211.37,768124.0,(B) Regional Rural Bank,2017-10-18
